,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len
5753,frozenset({'911092'}),frozenset({'901063'}),0.0047,0.0155,0.0013,0.2644,17.0917,0.0012,1.3385,1
5754,frozenset({'901064'}),frozenset({'911092'}),0.0188,0.0047,0.0012,0.0636,13.4093,0.0011,1.0628,1
5755,frozenset({'911092'}),frozenset({'901064'}),0.0047,0.0188,0.0012,0.2523,13.4093,0.0011,1.3122,1
5756,frozenset({'901066'}),frozenset({'911092'}),0.0066,0.0047,0.0011,0.1696,35.7772,0.0011,1.1985,1
5757,frozenset({'911092'}),frozenset({'901066'}),0.0047,0.0066,0.0011,0.2371,35.7772,0.0011,1.3021,1
5758,"frozenset({'911090', '901070'})",frozenset({'911092'}),0.0041,0.0047,0.0014,0.3345,70.579,0.0013,1.4955,2
5759,"frozenset({'911090', '911092'})",frozenset({'901070'}),0.0028,0.021,0.0014,0.4948,23.5899,0.0013,1.9379,2
5760,"frozenset({'901070', '911092'})",frozenset({'911090'}),0.0019,0.0144,0.0014,0.7037,48.7029,0.0013,3.3262,2
5761,frozenset({'911090'}),"frozenset({'901070', '911092'})",0.0144,0.0019,0.0014,0.0947,48.7029,0.0013,1.1025,1
5762,frozenset({'901070'}),"frozenset({'911090', '911092'})",0.021,0.0028,0.0014,0.0652,23.5899,0.0013,1.0668,1
5763,frozenset({'911092'}),"frozenset({'911090', '901070'})",0.0047,0.0041,0.0014,0.2888,70.579,0.0013,1.4002,1
5764,"frozenset({'911090', '901065'})",frozenset({'911092'}),0.0052,0.0047,0.0013,0.2535,53.4831,0.0013,1.3332,2
5765,"frozenset({'911090', '911092'})",frozenset({'901065'}),0.0028,0.0227,0.0013,0.474,20.8497,0.0012,1.8578,2
5766,"frozenset({'901065', '911092'})",frozenset({'911090'}),0.0018,0.0144,0.0013,0.728,50.3844,0.0013,3.6233,2
5767,frozenset({'911090'}),"frozenset({'901065', '911092'})",0.0144,0.0018,0.0013,0.0907,50.3844,0.0013,1.0978,1
5768,frozenset({'901065'}),"frozenset({'911090', '911092'})",0.0227,0.0028,0.0013,0.0577,20.8497,0.0012,1.0583,1
5769,frozenset({'911092'}),"frozenset({'911090', '901065'})",0.0047,0.0052,0.0013,0.2766,53.4831,0.0013,1.3752,1
5770,"frozenset({'901070', '901065'})",frozenset({'911092'}),0.0076,0.0047,0.0011,0.1429,30.142,0.001,1.1611,2
5771,"frozenset({'901070', '911092'})",frozenset({'901065'}),0.0019,0.0227,0.0011,0.5556,24.4392,0.001,2.1989,2
5772,"frozenset({'901065', '911092'})",frozenset({'901070'}),0.0018,0.021,0.0011,0.6,28.6059,0.001,2.4476,2
5773,frozenset({'901070'}),"frozenset({'901065', '911092'})",0.021,0.0018,0.0011,0.0515,28.6059,0.001,1.0524,1
5774,frozenset({'901065'}),"frozenset({'901070', '911092'})",0.0227,0.0019,0.0011,0.0475,24.4392,0.001,1.0479,1
5775,frozenset({'911092'}),"frozenset({'901070', '901065'})",0.0047,0.0076,0.0011,0.228,30.142,0.001,1.2855,1
5776,frozenset({'911090'}),frozenset({'911091'}),0.0144,0.0034,0.0026,0.1825,52.993,0.0026,1.219,1
5777,frozenset({'911091'}),frozenset({'911090'}),0.0034,0.0144,0.0026,0.7657,52.993,0.0026,4.2062,1
5778,frozenset({'911091'}),frozenset({'901065'}),0.0034,0.0227,0.0015,0.4226,18.5901,0.0014,1.6925,1
5779,frozenset({'901065'}),frozenset({'911091'}),0.0227,0.0034,0.0015,0.064,18.5901,0.0014,1.0647,1
5780,frozenset({'911091'}),frozenset({'901070'}),0.0034,0.021,0.0014,0.3933,18.7514,0.0013,1.6137,1
5781,frozenset({'901070'}),frozenset({'911091'}),0.021,0.0034,0.0014,0.0646,18.7514,0.0013,1.0653,1
5782,frozenset({'911091'}),frozenset({'911092'}),0.0034,0.0047,0.0012,0.3347,70.6256,0.0011,1.496,1
5783,frozenset({'911092'}),frozenset({'911091'}),0.0047,0.0034,0.0012,0.2432,70.6256,0.0011,1.3167,1
5784,frozenset({'911091'}),frozenset({'901063'}),0.0034,0.0155,0.0011,0.3305,21.3644,0.0011,1.4706,1
5785,frozenset({'901063'}),frozenset({'911091'}),0.0155,0.0034,0.0011,0.0736,21.3644,0.0011,1.0757,1
5786,frozenset({'911091'}),frozenset({'901066'}),0.0034,0.0066,0.0011,0.3222,48.6184,0.0011,1.4655,1
5787,frozenset({'901066'}),frozenset({'911091'}),0.0066,0.0034,0.0011,0.1674,48.6184,0.0011,1.1969,1
5788,"frozenset({'911090', '911091'})",frozenset({'901065'}),0.0026,0.0227,0.0013,0.4863,21.3943,0.0012,1.9026,2
5789,"frozenset({'911090', '901065'})",frozenset({'911091'}),0.0052,0.0034,0.0013,0.2479,72.0051,0.0013,1.3251,2
5790,"frozenset({'911091', '901065'})",frozenset({'911090'}),0.0015,0.0144,0.0013,0.8812,60.9865,0.0013,8.2951,2
5791,frozenset({'911090'}),"frozenset({'911091', '901065'})",0.0144,0.0015,0.0013,0.0887,60.9865,0.0013,1.0958,1
5792,frozenset({'911091'}),"frozenset({'911090', '901065'})",0.0034,0.0052,0.0013,0.3724,72.0051,0.0013,1.5851,1
5793,frozenset({'901065'}),"frozenset({'911090', '911091'})",0.0227,0.0026,0.0013,0.0564,21.3943,0.0012,1.057,1
5794,"frozenset({'911090', '911091'})",frozenset({'901070'}),0.0026,0.021,0.0011,0.4208,20.0606,0.0011,1.6902,2
5795,"frozenset({'911090', '901070'})",frozenset({'911091'}),0.0041,0.0034,0.0011,0.2711,78.7481,0.0011,1.3673,2
5796,"frozenset({'911091', '901070'})",frozenset({'911090'}),0.0014,0.0144,0.0011,0.8191,56.6928,0.0011,5.4495,2
5797,frozenset({'911090'}),"frozenset({'911091', '901070'})",0.0144,0.0014,0.0011,0.0768,56.6928,0.0011,1.0817,1
5798,frozenset({'911091'}),"frozenset({'911090', '901070'})",0.0034,0.0041,0.0011,0.3222,78.7481,0.0011,1.4693,1
5799,frozenset({'901070'}),"frozenset({'911090', '911091'})",0.021,0.0026,0.0011,0.0529,20.0606,0.0011,1.0531,1
5800,"frozenset({'911090', '911091'})",frozenset({'911092'}),0.0026,0.0047,0.001,0.3934,83.014,0.001,1.6408,2
5801,"frozenset({'911090', '911092'})",frozenset({'911091'}),0.0028,0.0034,0.001,0.375,108.9179,0.001,1.5945,2
5802,"frozenset({'911091', '911092'})",frozenset({'911090'}),0.0012,0.0144,0.001,0.9,62.2884,0.001,9.8555,2
5803,frozenset({'911090'}),"frozenset({'911091', '911092'})",0.0144,0.0012,0.001,0.0718,62.2884,0.001,1.0761,1
5804,frozenset({'911091'}),"frozenset({'911090', '911092'})",0.0034,0.0028,0.001,0.3013,108.9179,0.001,1.4272,1
5805,frozenset({'911092'}),"frozenset({'911090', '911091'})",0.0047,0.0026,0.001,0.2188,83.014,0.001,1.2768,1
5806,frozenset({'902405'}),frozenset({'902444'}),0.0611,0.0078,0.0011,0.0177,2.2781,0.0006,1.0101,1
5807,frozenset({'902444'}),frozenset({'902405'}),0.0078,0.0611,0.0011,0.1391,2.2781,0.0006,1.0907,1
5808,frozenset({'902444'}),frozenset({'902450'}),0.0078,0.0455,0.0016,0.2004,4.4058,0.0012,1.1937,1
5809,frozenset({'902450'}),frozenset({'902444'}),0.0455,0.0078,0.0016,0.0342,4.4058,0.0012,1.0274,1
5810,frozenset({'902453'}),frozenset({'902444'}),0.025,0.0078,0.0011,0.0439,5.648,0.0009,1.0377,1
5811,frozenset({'902444'}),frozenset({'902453'}),0.0078,0.025,0.0011,0.141,5.648,0.0009,1.1351,1
5812,frozenset({'902449'}),frozenset({'902444'}),0.0405,0.0078,0.0014,0.0334,4.3052,0.001,1.0266,1
5813,frozenset({'902444'}),frozenset({'902449'}),0.0078,0.0405,0.0014,0.1744,4.3052,0.001,1.1622,1
5814,frozenset({'902444'}),frozenset({'902442'}),0.0078,0.0281,0.0011,0.1354,4.8164,0.0008,1.1241,1
5815,frozenset({'902442'}),frozenset({'902444'}),0.0281,0.0078,0.0011,0.0374,4.8164,0.0008,1.0308,1
5816,frozenset({'902463'}),frozenset({'902450'}),0.005,0.0455,0.0016,0.3246,7.1382,0.0014,1.4133,1
5817,frozenset({'902450'}),frozenset({'902463'}),0.0455,0.005,0.0016,0.0355,7.1382,0.0014,1.0316,1
5818,frozenset({'902463'}),frozenset({'902442'}),0.005,0.0281,0.0013,0.2667,9.4832,0.0012,1.3253,1
5819,frozenset({'902442'}),frozenset({'902463'}),0.0281,0.005,0.0013,0.0471,9.4832,0.0012,1.0442,1
5820,frozenset({'902449'}),frozenset({'902463'}),0.0405,0.005,0.0017,0.042,8.4433,0.0015,1.0386,1
5821,frozenset({'902463'}),frozenset({'902449'}),0.005,0.0405,0.0017,0.342,8.4433,0.0015,1.4583,1
5822,frozenset({'902463'}),frozenset({'902405'}),0.005,0.0611,0.0011,0.2116,3.4642,0.0007,1.1909,1
5823,frozenset({'902405'}),frozenset({'902463'}),0.0611,0.005,0.0011,0.0172,3.4642,0.0007,1.0125,1
5824,frozenset({'902463'}),frozenset({'902453'}),0.005,0.025,0.0012,0.2406,9.6367,0.0011,1.2839,1
5825,frozenset({'902453'}),frozenset({'902463'}),0.025,0.005,0.0012,0.0479,9.6367,0.0011,1.0451,1
5826,frozenset({'902457'}),frozenset({'902463'}),0.0143,0.005,0.001,0.0704,14.1696,0.0009,1.0704,1
5827,frozenset({'902463'}),frozenset({'902457'}),0.005,0.0143,0.001,0.2029,14.1696,0.0009,1.2366,1
5828,frozenset({'902405'}),frozenset({'902409'}),0.0611,0.0075,0.0047,0.0776,10.3187,0.0043,1.076,1
5829,frozenset({'902409'}),frozenset({'902405'}),0.0075,0.0611,0.0047,0.6303,10.3187,0.0043,2.5395,1
5830,frozenset({'902408'}),frozenset({'902409'}),0.0095,0.0075,0.0012,0.1244,16.5472,0.0011,1.1335,1
5831,frozenset({'902409'}),frozenset({'902408'}),0.0075,0.0095,0.0012,0.1571,16.5472,0.0011,1.1751,1
5832,frozenset({'902397'}),frozenset({'902409'}),0.0177,0.0075,0.0014,0.0783,10.413,0.0013,1.0768,1
5833,frozenset({'902409'}),frozenset({'902397'}),0.0075,0.0177,0.0014,0.1839,10.413,0.0013,1.2037,1
5834,frozenset({'902450'}),frozenset({'902409'}),0.0455,0.0075,0.0018,0.0399,5.3075,0.0015,1.0337,1
5835,frozenset({'902409'}),frozenset({'902450'}),0.0075,0.0455,0.0018,0.2414,5.3075,0.0015,1.2582,1
5836,frozenset({'902449'}),frozenset({'902409'}),0.0405,0.0075,0.0015,0.0366,4.871,0.0012,1.0302,1
5837,frozenset({'902409'}),frozenset({'902449'}),0.0075,0.0405,0.0015,0.1973,4.871,0.0012,1.1954,1
5838,frozenset({'902412'}),frozenset({'902409'}),0.0098,0.0075,0.0013,0.1355,18.0183,0.0013,1.148,1
5839,frozenset({'902409'}),frozenset({'902412'}),0.0075,0.0098,0.0013,0.1762,18.0183,0.0013,1.2021,1
5840,frozenset({'902442'}),frozenset({'902409'}),0.0281,0.0075,0.001,0.0359,4.7688,0.0008,1.0294,1
5841,frozenset({'902409'}),frozenset({'902442'}),0.0075,0.0281,0.001,0.1341,4.7688,0.0008,1.1224,1
5842,frozenset({'902406'}),frozenset({'902409'}),0.0086,0.0075,0.0011,0.1309,17.4038,0.0011,1.1419,1
5843,frozenset({'902409'}),frozenset({'902406'}),0.0075,0.0086,0.0011,0.1494,17.4038,0.0011,1.1656,1
5844,"frozenset({'902405', '902450'})",frozenset({'902409'}),0.0118,0.0075,0.0013,0.1121,14.9018,0.0012,1.1177,2
5845,"frozenset({'902405', '902409'})",frozenset({'902450'}),0.0047,0.0455,0.0013,0.2796,6.1487,0.0011,1.3251,2
5846,"frozenset({'902450', '902409'})",frozenset({'902405'}),0.0018,0.0611,0.0013,0.7302,11.9541,0.0012,3.4795,2
5847,frozenset({'902405'}),"frozenset({'902450', '902409'})",0.0611,0.0018,0.0013,0.0217,11.9541,0.0012,1.0203,1
5848,frozenset({'902450'}),"frozenset({'902405', '902409'})",0.0455,0.0047,0.0013,0.0291,6.1487,0.0011,1.0251,1
5849,frozenset({'902409'}),"frozenset({'902405', '902450'})",0.0075,0.0118,0.0013,0.1762,14.9018,0.0012,1.1996,1
5850,"frozenset({'902449', '902450'})",frozenset({'902409'}),0.0192,0.0075,0.001,0.0533,7.0937,0.0009,1.0484,2
5851,"frozenset({'902449', '902409'})",frozenset({'902450'}),0.0015,0.0455,0.001,0.6893,15.157,0.001,3.0724,2
5852,"frozenset({'902450', '902409'})",frozenset({'902449'}),0.0018,0.0405,0.001,0.5635,13.9104,0.0009,2.1981,2
5853,frozenset({'902449'}),"frozenset({'902450', '902409'})",0.0405,0.0018,0.001,0.0252,13.9104,0.0009,1.024,1
5854,frozenset({'902450'}),"frozenset({'902449', '902409'})",0.0455,0.0015,0.001,0.0225,15.157,0.001,1.0215,1
5855,frozenset({'902409'}),"frozenset({'902449', '902450'})",0.0075,0.0192,0.001,0.136,7.0937,0.0009,1.1352,1
5856,"frozenset({'902449', '902405'})",frozenset({'902409'}),0.0094,0.0075,0.001,0.1091,14.5035,0.001,1.114,2
5857,"frozenset({'902449', '902409'})",frozenset({'902405'}),0.0015,0.0611,0.001,0.6893,11.2855,0.0009,3.0221,2
5858,"frozenset({'902405', '902409'})",frozenset({'902449'}),0.0047,0.0405,0.001,0.2158,5.3274,0.0008,1.2235,2
5859,frozenset({'902449'}),"frozenset({'902405', '902409'})",0.0405,0.0047,0.001,0.0252,5.3274,0.0008,1.021,1
5860,frozenset({'902405'}),"frozenset({'902449', '902409'})",0.0611,0.0015,0.001,0.0167,11.2855,0.0009,1.0155,1
5861,frozenset({'902409'}),"frozenset({'902449', '902405'})",0.0075,0.0094,0.001,0.136,14.5035,0.001,1.1466,1
5862,"frozenset({'902412', '902405'})",frozenset({'902409'}),0.0053,0.0075,0.0011,0.2011,26.7411,0.001,1.2423,2
5863,"frozenset({'902412', '902409'})",frozenset({'902405'}),0.0013,0.0611,0.0011,0.8043,13.1687,0.001,4.7989,2
5864,"frozenset({'902405', '902409'})",frozenset({'902412'}),0.0047,0.0098,0.0011,0.2249,22.9949,0.001,1.2776,2
5865,frozenset({'902412'}),"frozenset({'902405', '902409'})",0.0098,0.0047,0.0011,0.109,22.9949,0.001,1.117,1
5866,frozenset({'902405'}),"frozenset({'902412', '902409'})",0.0611,0.0013,0.0011,0.0175,13.1687,0.001,1.0164,1
5867,frozenset({'902409'}),"frozenset({'902412', '902405'})",0.0075,0.0053,0.0011,0.1418,26.7411,0.001,1.159,1
5868,frozenset({'917729'}),frozenset({'902405'}),0.002,0.0611,0.001,0.5217,8.5419,0.0009,1.9632,1
5869,frozenset({'902405'}),frozenset({'917729'}),0.0611,0.002,0.001,0.017,8.5419,0.0009,1.0153,1
5870,frozenset({'901829'}),frozenset({'901830'}),0.0095,0.0077,0.0012,0.128,16.6769,0.0011,1.138,1
5871,frozenset({'901830'}),frozenset({'901829'}),0.0077,0.0095,0.0012,0.1576,16.6769,0.0011,1.1759,1
5872,frozenset({'905868'}),frozenset({'902405'}),0.0027,0.0611,0.0012,0.4309,7.0539,0.001,1.6497,1
5873,frozenset({'902405'}),frozenset({'905868'}),0.0611,0.0027,0.0012,0.0191,7.0539,0.001,1.0167,1
5874,frozenset({'917955'}),frozenset({'902405'}),0.002,0.0611,0.001,0.5,8.186,0.0009,1.8778,1
5875,frozenset({'902405'}),frozenset({'917955'}),0.0611,0.002,0.001,0.0167,8.186,0.0009,1.015,1
5876,frozenset({'902407'}),frozenset({'902405'}),0.0054,0.0611,0.0027,0.5,8.186,0.0024,1.8778,1
5877,frozenset({'902405'}),frozenset({'902407'}),0.0611,0.0054,0.0027,0.0439,8.186,0.0024,1.0403,1
5878,frozenset({'902460'}),frozenset({'902405'}),0.0047,0.0611,0.001,0.2141,3.5047,0.0007,1.1947,1
5879,frozenset({'902405'}),frozenset({'902460'}),0.0611,0.0047,0.001,0.0165,3.5047,0.0007,1.012,1
5880,frozenset({'902460'}),frozenset({'902442'}),0.0047,0.0281,0.0014,0.2875,10.2227,0.0012,1.364,1
5881,frozenset({'902442'}),frozenset({'902460'}),0.0281,0.0047,0.0014,0.0482,10.2227,0.0012,1.0456,1
5882,frozenset({'902449'}),frozenset({'902460'}),0.0405,0.0047,0.002,0.0491,10.4179,0.0018,1.0467,1
5883,frozenset({'902460'}),frozenset({'902449'}),0.0047,0.0405,0.002,0.422,10.4179,0.0018,1.6601,1
5884,frozenset({'902457'}),frozenset({'902460'}),0.0143,0.0047,0.001,0.0714,15.1632,0.001,1.0719,1
5885,frozenset({'902460'}),frozenset({'902457'}),0.0047,0.0143,0.001,0.2171,15.1632,0.001,1.2591,1
5886,frozenset({'902453'}),frozenset({'902460'}),0.025,0.0047,0.0014,0.056,11.882,0.0013,1.0543,1
5887,frozenset({'902460'}),frozenset({'902453'}),0.0047,0.025,0.0014,0.2966,11.882,0.0013,1.3862,1
5888,frozenset({'902460'}),frozenset({'902450'}),0.0047,0.0455,0.0015,0.315,6.926,0.0013,1.3934,1
5889,frozenset({'902450'}),frozenset({'902460'}),0.0455,0.0047,0.0015,0.0326,6.926,0.0013,1.0289,1
5890,frozenset({'902456'}),frozenset({'902460'}),0.018,0.0047,0.0014,0.0751,15.9383,0.0013,1.0761,1
5891,frozenset({'902460'}),frozenset({'902456'}),0.0047,0.018,0.0014,0.2875,15.9383,0.0013,1.3781,1
5892,frozenset({'908059'}),frozenset({'900105'}),0.0287,0.0157,0.0015,0.0508,3.2339,0.001,1.037,1
5893,frozenset({'900105'}),frozenset({'908059'}),0.0157,0.0287,0.0015,0.0927,3.2339,0.001,1.0705,1
5894,frozenset({'900349'}),frozenset({'900105'}),0.0343,0.0157,0.0017,0.0492,3.1307,0.0011,1.0352,1
5895,frozenset({'900105'}),frozenset({'900349'}),0.0157,0.0343,0.0017,0.1073,3.1307,0.0011,1.0818,1
5896,frozenset({'912467'}),frozenset({'900105'}),0.024,0.0157,0.0014,0.0565,3.5954,0.001,1.0432,1
5897,frozenset({'900105'}),frozenset({'912467'}),0.0157,0.024,0.0014,0.0862,3.5954,0.001,1.0681,1
5898,frozenset({'903136'}),frozenset({'900105'}),0.0197,0.0157,0.0012,0.0614,3.9134,0.0009,1.0487,1
5899,frozenset({'900105'}),frozenset({'903136'}),0.0157,0.0197,0.0012,0.0771,3.9134,0.0009,1.0622,1
5900,frozenset({'900510'}),frozenset({'900105'}),0.0432,0.0157,0.0013,0.0293,1.8675,0.0006,1.014,1
5901,frozenset({'900105'}),frozenset({'900510'}),0.0157,0.0432,0.0013,0.0807,1.8675,0.0006,1.0408,1
5902,frozenset({'900116'}),frozenset({'900105'}),0.0261,0.0157,0.0021,0.0805,5.1257,0.0017,1.0705,1
5903,frozenset({'900105'}),frozenset({'900116'}),0.0157,0.0261,0.0021,0.1339,5.1257,0.0017,1.1245,1
5904,frozenset({'900120'}),frozenset({'900105'}),0.0204,0.0157,0.0014,0.067,4.2666,0.001,1.055,1
5905,frozenset({'900105'}),frozenset({'900120'}),0.0157,0.0204,0.0014,0.0872,4.2666,0.001,1.0731,1
5906,frozenset({'902133'}),frozenset({'900105'}),0.0238,0.0157,0.0016,0.0689,4.3868,0.0013,1.0571,1
5907,frozenset({'900105'}),frozenset({'902133'}),0.0157,0.0238,0.0016,0.1046,4.3868,0.0013,1.0902,1
5908,frozenset({'901728'}),frozenset({'900105'}),0.0233,0.0157,0.0012,0.0501,3.1921,0.0008,1.0362,1
5909,frozenset({'900105'}),frozenset({'901728'}),0.0157,0.0233,0.0012,0.0743,3.1921,0.0008,1.0551,1
5910,frozenset({'902453'}),frozenset({'902415'}),0.025,0.0045,0.0016,0.0658,14.5891,0.0015,1.0656,1
5911,frozenset({'902415'}),frozenset({'902453'}),0.0045,0.025,0.0016,0.3642,14.5891,0.0015,1.5336,1
5912,frozenset({'902415'}),frozenset({'902442'}),0.0045,0.0281,0.0013,0.2907,10.3391,0.0012,1.3703,1
5913,frozenset({'902442'}),frozenset({'902415'}),0.0281,0.0045,0.0013,0.0466,10.3391,0.0012,1.0442,1
5914,frozenset({'902457'}),frozenset({'902415'}),0.0143,0.0045,0.0011,0.0785,17.4032,0.0011,1.0803,1
5915,frozenset({'902415'}),frozenset({'902457'}),0.0045,0.0143,0.0011,0.2492,17.4032,0.0011,1.3128,1
5916,frozenset({'902449'}),frozenset({'902415'}),0.0405,0.0045,0.0016,0.0388,8.5967,0.0014,1.0356,1
5917,frozenset({'902415'}),frozenset({'902449'}),0.0045,0.0405,0.0016,0.3482,8.5967,0.0014,1.4722,1
5918,frozenset({'902415'}),frozenset({'902450'}),0.0045,0.0455,0.0015,0.3387,7.4465,0.0013,1.4433,1
5919,frozenset({'902450'}),frozenset({'902415'}),0.0455,0.0045,0.0015,0.0336,7.4465,0.0013,1.0301,1
5920,frozenset({'902405'}),frozenset({'902415'}),0.0611,0.0045,0.0013,0.0212,4.7076,0.001,1.0171,1
5921,frozenset({'902415'}),frozenset({'902405'}),0.0045,0.0611,0.0013,0.2875,4.7076,0.001,1.3179,1
5922,frozenset({'902456'}),frozenset({'902415'}),0.018,0.0045,0.0012,0.0671,14.8798,0.0011,1.0671,1
5923,frozenset({'902415'}),frozenset({'902456'}),0.0045,0.018,0.0012,0.2684,14.8798,0.0011,1.3422,1
5924,frozenset({'902415'}),frozenset({'902454'}),0.0045,0.0168,0.0014,0.3099,18.4975,0.0013,1.4248,1
5925,frozenset({'902454'}),frozenset({'902415'}),0.0168,0.0045,0.0014,0.0834,18.4975,0.0013,1.0861,1
5926,frozenset({'902449'}),frozenset({'902466'}),0.0405,0.003,0.0011,0.0267,8.9442,0.001,1.0243,1
5927,frozenset({'902466'}),frozenset({'902449'}),0.003,0.0405,0.0011,0.3623,8.9442,0.001,1.5047,1
5928,frozenset({'902445'}),frozenset({'902450'}),0.0051,0.0455,0.0016,0.3051,6.7083,0.0013,1.3736,1
5929,frozenset({'902450'}),frozenset({'902445'}),0.0455,0.0051,0.0016,0.0342,6.7083,0.0013,1.0301,1
5930,frozenset({'902405'}),frozenset({'902445'}),0.0611,0.0051,0.0013,0.0212,4.1624,0.001,1.0165,1
5931,frozenset({'902445'}),frozenset({'902405'}),0.0051,0.0611,0.0013,0.2542,4.1624,0.001,1.259,1
5932,frozenset({'902449'}),frozenset({'902445'}),0.0405,0.0051,0.0012,0.0302,5.9274,0.001,1.0259,1
5933,frozenset({'902445'}),frozenset({'902449'}),0.0051,0.0405,0.0012,0.2401,5.9274,0.001,1.2627,1
5934,frozenset({'902445'}),frozenset({'902442'}),0.0051,0.0281,0.001,0.2034,7.2329,0.0009,1.22,1
5935,frozenset({'902442'}),frozenset({'902445'}),0.0281,0.0051,0.001,0.0369,7.2329,0.0009,1.033,1
5936,frozenset({'902405'}),frozenset({'902417'}),0.0611,0.0024,0.0015,0.0243,10.2824,0.0013,1.0225,1
5937,frozenset({'902417'}),frozenset({'902405'}),0.0024,0.0611,0.0015,0.628,10.2824,0.0013,2.5243,1
5938,frozenset({'902449'}),frozenset({'903048'}),0.0405,0.0031,0.0012,0.0306,10.0141,0.0011,1.0284,1
5939,frozenset({'903048'}),frozenset({'902449'}),0.0031,0.0405,0.0012,0.4057,10.0141,0.0011,1.6144,1
5940,frozenset({'903048'}),frozenset({'902450'}),0.0031,0.0455,0.0012,0.3915,8.6086,0.0011,1.5687,1
5941,frozenset({'902450'}),frozenset({'903048'}),0.0455,0.0031,0.0012,0.0263,8.6086,0.0011,1.0239,1
5942,frozenset({'915823'}),frozenset({'916359'}),0.0081,0.0118,0.001,0.1277,10.807,0.0009,1.1328,1
5943,frozenset({'916359'}),frozenset({'915823'}),0.0118,0.0081,0.001,0.0878,10.807,0.0009,1.0873,1
5944,frozenset({'915823'}),frozenset({'912467'}),0.0081,0.024,0.0011,0.133,5.5441,0.0009,1.1257,1
5945,frozenset({'912467'}),frozenset({'915823'}),0.024,0.0081,0.0011,0.045,5.5441,0.0009,1.0387,1
5946,frozenset({'900510'}),frozenset({'901096'}),0.0432,0.0153,0.0012,0.0277,1.8078,0.0005,1.0127,1
5947,frozenset({'901096'}),frozenset({'900510'}),0.0153,0.0432,0.0012,0.0782,1.8078,0.0005,1.0379,1
5948,frozenset({'902405'}),frozenset({'901096'}),0.0611,0.0153,0.0024,0.0394,2.5745,0.0015,1.0251,1
5949,frozenset({'901096'}),frozenset({'902405'}),0.0153,0.0611,0.0024,0.1573,2.5745,0.0015,1.1141,1
5950,frozenset({'901096'}),frozenset({'902442'}),0.0153,0.0281,0.0013,0.0829,2.9468,0.0008,1.0597,1
5951,frozenset({'902442'}),frozenset({'901096'}),0.0281,0.0153,0.0013,0.0451,2.9468,0.0008,1.0312,1
5952,frozenset({'902449'}),frozenset({'901096'}),0.0405,0.0153,0.0023,0.0573,3.7424,0.0017,1.0445,1
5953,frozenset({'901096'}),frozenset({'902449'}),0.0153,0.0405,0.0023,0.1516,3.7424,0.0017,1.1309,1
5954,frozenset({'901096'}),frozenset({'902450'}),0.0153,0.0455,0.0025,0.161,3.5405,0.0018,1.1377,1
5955,frozenset({'902450'}),frozenset({'901096'}),0.0455,0.0153,0.0025,0.0542,3.5405,0.0018,1.0411,1
5956,frozenset({'902453'}),frozenset({'901096'}),0.025,0.0153,0.0013,0.0514,3.3569,0.0009,1.038,1
5957,frozenset({'901096'}),frozenset({'902453'}),0.0153,0.025,0.0013,0.0838,3.3569,0.0009,1.0642,1
5958,"frozenset({'902449', '901096'})",frozenset({'902450'}),0.0023,0.0455,0.0012,0.4969,10.9259,0.001,1.8973,2
5959,"frozenset({'902449', '902450'})",frozenset({'901096'}),0.0192,0.0153,0.0012,0.0601,3.9287,0.0009,1.0477,2
5960,"frozenset({'901096', '902450'})",frozenset({'902449'}),0.0025,0.0405,0.0012,0.4678,11.549,0.0011,1.803,2
5961,frozenset({'902449'}),"frozenset({'901096', '902450'})",0.0405,0.0025,0.0012,0.0284,11.549,0.0011,1.0267,1
5962,frozenset({'901096'}),"frozenset({'902449', '902450'})",0.0153,0.0192,0.0012,0.0753,3.9287,0.0009,1.0607,1
5963,frozenset({'902450'}),"frozenset({'902449', '901096'})",0.0455,0.0023,0.0012,0.0253,10.9259,0.001,1.0236,1
5964,frozenset({'911481'}),frozenset({'901726'}),0.0184,0.0098,0.001,0.0549,5.6046,0.0008,1.0477,1
5965,frozenset({'901726'}),frozenset({'911481'}),0.0098,0.0184,0.001,0.1029,5.6046,0.0008,1.0943,1
5966,frozenset({'901728'}),frozenset({'901726'}),0.0233,0.0098,0.0013,0.0551,5.6222,0.0011,1.0479,1
5967,frozenset({'901726'}),frozenset({'901728'}),0.0098,0.0233,0.0013,0.1309,5.6222,0.0011,1.1238,1
5968,frozenset({'901726'}),frozenset({'900116'}),0.0098,0.0261,0.0011,0.1147,4.3895,0.0009,1.1001,1
5969,frozenset({'900116'}),frozenset({'901726'}),0.0261,0.0098,0.0011,0.043,4.3895,0.0009,1.0347,1
5970,frozenset({'911481'}),frozenset({'900116'}),0.0184,0.0261,0.0025,0.138,5.2824,0.0021,1.1298,1
5971,frozenset({'900116'}),frozenset({'911481'}),0.0261,0.0184,0.0025,0.097,5.2824,0.0021,1.0871,1
5972,frozenset({'911481'}),frozenset({'912467'}),0.0184,0.024,0.0019,0.1059,4.4144,0.0015,1.0916,1
5973,frozenset({'912467'}),frozenset({'911481'}),0.024,0.0184,0.0019,0.0811,4.4144,0.0015,1.0682,1
5974,frozenset({'911481'}),frozenset({'902133'}),0.0184,0.0238,0.0021,0.1122,4.7043,0.0016,1.0995,1
5975,frozenset({'902133'}),frozenset({'911481'}),0.0238,0.0184,0.0021,0.0864,4.7043,0.0016,1.0745,1
